0.882,lcv hhp,0.885,-1,0.236,0.205,Thu Oct 05 10:19:43 2017,bridge,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,962,4,cv,32,3,1,5,none,,,,,,
0.337,lcv hhp,0.279,0.107,1.479,1.152,Thu Oct 05 10:22:32 2017,BstLm,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,963,166,cv,32,3,1,5,344,0.4653614604,,,,,
0.886,lcv hhp,0.887,0.024,0.231,0.199,Thu Oct 05 10:23:36 2017,cubist,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,967,46,cv,32,3,1,5,15,0,,,,,
0.048,lcv hhp,-0.022,0.214,2.097,1.656,Thu Oct 05 10:23:47 2017,dnn,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,968,8,cv,32,3,1,5,9,6,3,0.014407785,0.0633385772,,
0.895,lcv hhp,0.897,0.023,0.211,0.182,Thu Oct 05 10:23:58 2017,earth,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,969,9,cv,32,3,1,5,8,1,,,,,
0.879,lcv hhp,0.881,0.027,0.244,0.21,Thu Oct 05 10:24:08 2017,elm,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,970,7,cv,32,3,1,5,13,purelin,,,,,
0.812,lcv hhp,0.818,0.036,0.373,0.327,Thu Oct 05 10:24:18 2017,enet,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,971,7,cv,32,3,1,5,0.8554841303,0.0252756666,,,,,
0.29,lcv hhp,0.235,0.185,1.568,1.236,Thu Oct 05 10:28:20 2017,evtree,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,972,239,cv,32,3,1,5,1.2481625704,,,,,,
0.88,lcv hhp,0.883,0.023,0.24,0.208,Thu Oct 05 10:28:36 2017,foba,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,974,5,cv,32,3,1,5,3,0.0112727792,,,,,
0.863,lcv hhp,0.852,0.026,0.305,0.238,Thu Oct 05 10:29:21 2017,gamSpline,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,977,26,cv,32,3,1,5,4.8692413571,,,,,,
0.671,lcv hhp,0.648,0.086,0.722,0.572,Thu Oct 05 10:30:25 2017,gbm,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,981,13,cv,32,3,1,5,3093,9,0.289934875,6,,,
0.895,lcv hhp,0.897,-1,0.211,0.182,Thu Oct 05 10:35:54 2017,gcvEarth,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,983,7,cv,32,3,1,5,1,,,,,,
0.879,lcv hhp,0.881,-1,0.244,0.21,Thu Oct 05 10:36:01 2017,glm,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,984,4,cv,32,3,1,5,none,,,,,,
0.87,lcv hhp,0.875,0.024,0.257,0.226,Thu Oct 05 10:36:20 2017,glmnet,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,987,7,cv,32,3,1,5,0.7627076469,0.0046877356,,,,,
0.883,lcv hhp,0.885,-1,0.236,0.204,Thu Oct 05 10:41:51 2017,glmStepAIC,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,989,4,cv,32,3,1,5,none,,,,,,
0.879,lcv hhp,0.881,0.025,0.244,0.21,Thu Oct 05 10:42:04 2017,icr,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,990,10,cv,32,3,1,5,9,,,,,,
0.879,lcv hhp,0.881,0.026,0.244,0.21,Thu Oct 05 10:42:10 2017,kernelpls,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,991,3,cv,32,3,1,5,6,,,,,,
0.465,lcv hhp,0.424,0.124,1.182,0.93,Thu Oct 05 10:42:23 2017,kknn,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,992,11,cv,32,3,1,5,21,1.1465160821,triweight,,,,
0.477,lcv hhp,0.457,0.117,1.115,0.91,Thu Oct 05 10:42:32 2017,knn,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,993,6,cv,32,3,1,5,5,,,,,,
0.052,lcv hhp,0.04,0.208,1.97,1.649,Thu Oct 05 10:42:40 2017,krlsPoly,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,994,6,cv,32,3,1,5,0.3787562724,1,,,,,
0.877,lcv hhp,0.88,0.024,0.246,0.214,Thu Oct 05 10:42:55 2017,krlsRadial,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,995,12,cv,32,3,1,5,0.000386657,2796.5627564978,,,,,
0.879,lcv hhp,0.882,0.026,0.242,0.21,Thu Oct 05 10:43:01 2017,lars,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,996,3,cv,32,3,1,5,0.986934677,,,,,,
0.877,lcv hhp,0.88,0.024,0.247,0.214,Thu Oct 05 10:43:07 2017,lars2,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,997,3,cv,32,3,1,5,5,,,,,,
0.877,lcv hhp,0.88,0.026,0.246,0.214,Thu Oct 05 10:43:13 2017,lasso,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,998,3,cv,32,3,1,5,0.9545946114,,,,,,
0.879,lcv hhp,0.881,-1,0.244,0.21,Thu Oct 05 10:43:36 2017,lm,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1002,4,cv,32,3,1,5,TRUE,,,,,,
0.883,lcv hhp,0.885,-1,0.236,0.204,Thu Oct 05 10:43:42 2017,lmStepAIC,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1003,4,cv,32,3,1,5,none,,,,,,
0.922,lcv hhp,0.921,0.026,0.163,0.136,Thu Oct 05 10:44:26 2017,nnet,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1009,12,cv,32,3,1,5,2,4.09026844327562e-05,,,,,
0.579,lcv hhp,0.562,0.113,0.899,0.733,Thu Oct 05 10:44:45 2017,parRF,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1012,8,cv,32,3,1,5,7,,,,,,
0.909,lcv hhp,0.903,0.028,0.199,0.158,Thu Oct 05 10:45:03 2017,pcaNNet,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1013,15,cv,32,3,1,5,8,0.0018294291,,,,,
0.78,lcv hhp,0.778,0.034,0.455,0.382,Thu Oct 05 10:45:11 2017,pcr,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1014,5,cv,32,3,1,5,8,,,,,,
0.883,lcv hhp,0.884,0.024,0.239,0.203,Thu Oct 05 10:46:11 2017,plsRglm,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1016,34,cv,32,3,1,5,2,0.0762143528,,,,,
0.921,lcv hhp,0.922,0.023,0.161,0.138,Thu Oct 05 10:46:35 2017,ppr,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1017,21,cv,32,3,1,5,1,,,,,,
0.062,lcv hhp,0.042,0.223,1.965,1.631,Thu Oct 05 10:47:14 2017,qrf,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1019,17,cv,32,3,1,5,9,,,,,,
0.91,lcv hhp,0.911,0.022,0.183,0.157,Thu Oct 05 11:03:41 2017,qrnn,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1020,984,cv,32,3,1,5,1,0,FALSE,,,,
0.592,lcv hhp,0.574,0.112,0.875,0.71,Thu Oct 05 11:03:56 2017,ranger,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1022,9,cv,32,3,1,5,7,,,,,,
0.439,lcv hhp,0.406,0.494,1.219,0.976,Thu Oct 05 11:04:10 2017,relaxo,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1024,6,cv,32,3,1,5,16.6033458316,0.0266006412,,,,,
0.592,lcv hhp,0.567,0.102,0.889,0.71,Thu Oct 05 11:04:22 2017,rf,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1025,9,cv,32,3,1,5,9,,,,,,
0.88,lcv hhp,0.882,0.025,0.243,0.209,Thu Oct 05 11:04:30 2017,ridge,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1026,5,cv,32,3,1,5,0.0052400173,,,,,,
0.875,lcv hhp,0.875,0.029,0.257,0.218,Thu Oct 05 11:04:36 2017,rlm,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1027,3,cv,32,3,1,5,TRUE,psi.huber,,,,,
0.3,lcv hhp,0.278,0.156,1.481,1.217,Thu Oct 05 11:04:45 2017,rpart,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1028,6,cv,32,3,1,5,0.0581991497,,,,,,
0.39,lcv hhp,0.33,-1,1.375,1.062,Thu Oct 05 11:04:50 2017,rpart1SE,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1029,3,cv,32,3,1,5,none,,,,,,
0.39,lcv hhp,0.33,0.193,1.375,1.062,Thu Oct 05 11:04:56 2017,rpart2,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1030,3,cv,32,3,1,5,3,,,,,,
0.68,lcv hhp,0.649,0.096,0.721,0.556,Thu Oct 05 11:05:38 2017,RRF,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1033,30,cv,32,3,1,5,9,0.1053663664,0.1595917444,,,,
0.618,lcv hhp,0.608,0.084,0.804,0.665,Thu Oct 05 11:05:59 2017,RRFglobal,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1034,18,cv,32,3,1,5,7,0.1053273282,,,,,
0.878,lcv hhp,0.88,0.026,0.245,0.211,Thu Oct 05 11:08:32 2017,simpls,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1039,5,cv,32,3,1,5,5,,,,,,
0.878,lcv hhp,0.88,0.023,0.246,0.211,Thu Oct 05 11:08:51 2017,spls,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1041,10,cv,32,3,1,5,3,0.6612732389,0.1596276102,,,,
-1.469,lcv hhp,-1.096,0.446,NA,NA,Thu Oct 05 11:08:58 2017,superpc,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1042,4,cv,32,3,1,5,0.974299073,3,,,,,
NA,lcv hhp,NA,0.025,NA,NA,Thu Oct 05 11:09:37 2017,svmLinear,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1045,26,cv,32,3,1,5,3.5107653947,,,,,,
NA,lcv hhp,NA,0.027,NA,NA,Thu Oct 05 11:10:04 2017,svmPoly,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1048,11,cv,32,3,1,5,1,0.4993417773,50.6819324068,,,,
NA,lcv hhp,NA,0.04,NA,NA,Thu Oct 05 11:10:17 2017,svmRadial,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1049,10,cv,32,3,1,5,0.0206846334,974.8995177344,,,,,
NA,lcv hhp,NA,0.064,NA,NA,Thu Oct 05 11:10:27 2017,svmRadialCost,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1050,7,cv,32,3,1,5,61.8266759539,,,,,,
NA,lcv hhp,NA,0.036,NA,NA,Thu Oct 05 11:10:40 2017,svmRadialSigma,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1051,10,cv,32,3,1,5,0.0164187044,342.0138965264,,,,,
0.518,lcv hhp,0.49,-1,1.045,0.838,Thu Oct 05 11:10:56 2017,treebag,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1053,8,cv,32,3,1,5,none,,,,,,
0.879,lcv hhp,0.881,0.026,0.244,0.21,Thu Oct 05 11:11:07 2017,widekernelpls,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1054,5,cv,32,3,1,5,8,,,,,,
0.171,lcv hhp,0.14,0.171,1.764,1.442,Thu Oct 05 11:14:41 2017,WM,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1055,212,cv,32,3,1,5,19,GAUSSIAN,,,,,
0.624,lcv hhp,0.557,0.106,0.91,0.654,Thu Oct 05 11:16:22 2017,xgbLinear,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1056,98,cv,32,3,1,5,27,0.0467688117,0.0128076755,0.3299699638,,,
0.48,lcv hhp,0.484,0.147,1.059,0.904,Thu Oct 05 11:28:47 2017,xgbTree,1,1,rescale isotonic addition ran bin,ignore,none,range01,2.0513458383,random,1057,742,cv,32,3,1,5,783,10,0.4895111027,0.4072033195,0.4034133427,9,0.5640827903
0.217,lcv hhp,0.176,1.695,1.74,1.342,Thu Oct 05 11:29:53 2017,avNNet,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1059,51,cv,32,3,1,5,6,0.0013197596,FALSE,,,,
0.9,lcv hhp,0.902,0.207,NA,NA,Thu Oct 05 11:30:58 2017,bagEarth,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1061,54,cv,32,3,1,5,7,1,,,,,
0.9,lcv hhp,0.904,-1,NA,NA,Thu Oct 05 11:31:18 2017,bagEarthGCV,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1062,12,cv,32,3,1,5,1,,,,,,
0.881,lcv hhp,0.885,-1,0.243,0.203,Thu Oct 05 11:35:54 2017,bayesglm,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1065,6,cv,32,3,1,5,none,,,,,,
0.885,lcv hhp,0.887,0.232,0.238,0.196,Thu Oct 05 11:36:07 2017,blasso,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1066,9,cv,32,3,1,5,0.9859366557,,,,,,
0.884,lcv hhp,0.886,-1,0.241,0.198,Thu Oct 05 11:36:15 2017,blassoAveraged,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1067,5,cv,32,3,1,5,none,,,,,,
0.885,lcv hhp,0.887,-1,0.238,0.197,Thu Oct 05 11:36:24 2017,bridge,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1068,5,cv,32,3,1,5,none,,,,,,
0.537,lcv hhp,0.547,0.842,0.957,0.793,Thu Oct 05 11:39:16 2017,BstLm,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1069,170,cv,32,3,1,5,110,0.1381641318,,,,,
0.895,lcv hhp,0.898,0.269,0.215,0.181,Thu Oct 05 11:40:17 2017,cubist,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1073,45,cv,32,3,1,5,17,7,,,,,
0.017,lcv hhp,-0.002,2.073,2.116,1.684,Thu Oct 05 11:40:32 2017,dnn,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1074,12,cv,32,3,1,5,14,19,20,0.0488140431,0.0411066919,,
0.9,lcv hhp,0.898,0.2,NA,NA,Thu Oct 05 11:40:43 2017,earth,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1075,9,cv,32,3,1,5,7,2,,,,,
0.486,lcv hhp,0.492,0.901,1.073,0.881,Thu Oct 05 11:40:54 2017,elm,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1076,8,cv,32,3,1,5,19,tansig,,,,,
0.878,lcv hhp,0.883,0.283,0.248,0.208,Thu Oct 05 11:41:03 2017,enet,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1077,6,cv,32,3,1,5,0.9567711721,0.0506265274,,,,,
0.032,lcv hhp,0.091,1.826,1.92,1.658,Thu Oct 05 11:44:10 2017,evtree,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1078,183,cv,32,3,1,5,1.2006859276,,,,,,
0.886,lcv hhp,0.887,0.228,0.238,0.195,Thu Oct 05 11:44:25 2017,foba,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1080,5,cv,32,3,1,5,3,0.0001524696,,,,,
0.874,lcv hhp,0.885,0.239,NA,NA,Thu Oct 05 11:45:04 2017,gamSpline,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1083,20,cv,32,3,1,5,3.1104797183,,,,,,
0.763,lcv hhp,0.763,0.723,0.502,0.406,Thu Oct 05 11:46:12 2017,gbm,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1087,12,cv,32,3,1,5,1117,2,0.0986456735,5,,,
0.9,lcv hhp,0.898,-1,NA,NA,Thu Oct 05 11:52:35 2017,gcvEarth,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1089,4,cv,32,3,1,5,1,,,,,,
0.881,lcv hhp,0.885,-1,0.243,0.203,Thu Oct 05 11:52:44 2017,glm,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1090,6,cv,32,3,1,5,none,,,,,,
0.874,lcv hhp,0.88,0.248,0.254,0.217,Thu Oct 05 11:53:07 2017,glmnet,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1093,9,cv,32,3,1,5,0.7130455221,0.0317265647,,,,,
0.886,lcv hhp,0.887,-1,0.238,0.194,Thu Oct 05 11:59:44 2017,glmStepAIC,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1095,11,cv,32,3,1,5,none,,,,,,
0.881,lcv hhp,0.885,0.26,0.243,0.203,Thu Oct 05 12:00:03 2017,icr,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1096,15,cv,32,3,1,5,9,,,,,,
0.882,lcv hhp,0.885,0.279,0.242,0.203,Thu Oct 05 12:00:19 2017,kernelpls,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1097,9,cv,32,3,1,5,5,,,,,,
0.425,lcv hhp,0.379,1.045,1.312,0.985,Thu Oct 05 12:00:37 2017,kknn,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1098,15,cv,32,3,1,5,14,1.7490671044,triangular,,,,
0.357,lcv hhp,0.312,1.143,1.454,1.102,Thu Oct 05 12:00:44 2017,knn,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1099,4,cv,32,3,1,5,4,,,,,,
0.06,lcv hhp,0.019,2.027,2.072,1.611,Thu Oct 05 12:00:58 2017,krlsPoly,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1100,10,cv,32,3,1,5,0.8855581199,1,,,,,
0.883,lcv hhp,0.885,0.244,0.243,0.201,Thu Oct 05 12:01:12 2017,krlsRadial,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1101,11,cv,32,3,1,5,0.0016607622,752.7505624854,,,,,
0.86,lcv hhp,0.87,0.246,0.274,0.239,Thu Oct 05 12:01:20 2017,lars,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1102,4,cv,32,3,1,5,0.9346579667,,,,,,
0.875,lcv hhp,0.881,0.238,0.252,0.215,Thu Oct 05 12:01:31 2017,lars2,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1103,7,cv,32,3,1,5,4,,,,,,
0.868,lcv hhp,0.876,0.239,0.262,0.226,Thu Oct 05 12:01:38 2017,lasso,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1104,4,cv,32,3,1,5,0.9463496024,,,,,,
0.881,lcv hhp,0.885,-1,0.243,0.203,Thu Oct 05 12:02:15 2017,lm,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1108,4,cv,32,3,1,5,TRUE,,,,,,
0.886,lcv hhp,0.887,-1,0.238,0.194,Thu Oct 05 12:02:28 2017,lmStepAIC,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1109,9,cv,32,3,1,5,none,,,,,,
0.221,lcv hhp,0.178,1.699,1.737,1.335,Thu Oct 05 12:03:32 2017,nnet,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1115,15,cv,32,3,1,5,5,0.003162194,,,,,
0.518,lcv hhp,0.503,1.04,1.05,0.826,Thu Oct 05 12:04:01 2017,parRF,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1118,11,cv,32,3,1,5,7,,,,,,
0.224,lcv hhp,0.179,1.686,1.735,1.329,Thu Oct 05 12:04:25 2017,pcaNNet,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1119,21,cv,32,3,1,5,10,0.0031385077,,,,,
0.89,lcv hhp,0.892,0.447,NA,NA,Thu Oct 05 12:04:32 2017,pcr,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1120,4,cv,32,3,1,5,8,,,,,,
0.883,lcv hhp,0.884,0.234,0.245,0.2,Thu Oct 05 12:05:43 2017,plsRglm,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1122,29,cv,32,3,1,5,6,0.1627109461,,,,,
0.902,lcv hhp,0.888,0.227,0.237,0.168,Thu Oct 05 12:06:06 2017,ppr,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1123,19,cv,32,3,1,5,1,,,,,,
-0.075,lcv hhp,-0.019,2.135,2.153,1.842,Thu Oct 05 12:06:44 2017,qrf,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1125,16,cv,32,3,1,5,9,,,,,,
0.917,lcv hhp,0.915,0.239,0.179,0.143,Thu Oct 05 12:31:59 2017,qrnn,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1126,1512,cv,32,3,1,5,1,0,FALSE,,,,
0.506,lcv hhp,0.495,1.144,1.067,0.847,Thu Oct 05 12:32:19 2017,ranger,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1128,12,cv,32,3,1,5,9,,,,,,
0.619,lcv hhp,0.638,0.709,0.765,0.653,Thu Oct 05 12:32:41 2017,relaxo,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1130,7,cv,32,3,1,5,28.498154788,0.2793597865,,,,,
0.519,lcv hhp,0.505,1.061,1.046,0.825,Thu Oct 05 12:33:01 2017,rf,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1131,15,cv,32,3,1,5,7,,,,,,
0.881,lcv hhp,0.885,0.268,0.243,0.203,Thu Oct 05 12:33:10 2017,ridge,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1132,6,cv,32,3,1,5,2.10070723747669e-05,,,,,,
0.882,lcv hhp,0.885,0.271,0.243,0.203,Thu Oct 05 12:33:23 2017,rlm,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1133,9,cv,32,3,1,5,TRUE,psi.hampel,,,,,
0.032,lcv hhp,0.091,1.383,1.92,1.658,Thu Oct 05 12:33:30 2017,rpart,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1134,4,cv,32,3,1,5,0.0517332133,,,,,,
0.151,lcv hhp,0.198,-1,1.694,1.455,Thu Oct 05 12:33:38 2017,rpart1SE,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1135,4,cv,32,3,1,5,none,,,,,,
0.155,lcv hhp,0.211,1.419,1.667,1.449,Thu Oct 05 12:33:45 2017,rpart2,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1136,4,cv,32,3,1,5,3,,,,,,
0.63,lcv hhp,0.622,0.953,0.799,0.633,Thu Oct 05 12:34:48 2017,RRF,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1139,46,cv,32,3,1,5,8,0.1191224097,0.2573614803,,,,
0.586,lcv hhp,0.573,0.958,0.902,0.71,Thu Oct 05 12:35:23 2017,RRFglobal,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.1124045931,random,1140,31,cv,32,3,1,5,6,0.0817853999,,,,,
0.457,lcv hhp,0.392,1.143,1.24,0.949,Thu Oct 05 13:10:49 2017,SBC,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.0382651052,random,450,53,cv,32,3,1,5,1,0.1822361969,0.0089709738,,,,
0.884,lcv hhp,0.88,0.267,0.245,0.204,Thu Oct 05 13:10:57 2017,simpls,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.0382651052,random,451,2,cv,32,3,1,5,8,,,,,,
0.887,lcv hhp,0.883,0.256,0.238,0.197,Thu Oct 05 13:11:22 2017,spikeslab,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.0382651052,random,452,19,cv,32,3,1,5,4,,,,,,
0.895,lcv hhp,0.891,0.235,0.222,0.183,Thu Oct 05 13:11:36 2017,spls,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.0382651052,random,453,6,cv,32,3,1,5,2,0.6557538242,0.1862099163,,,,
0.871,lcv hhp,0.864,0.376,0.277,0.226,Thu Oct 05 13:11:46 2017,superpc,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.0382651052,random,454,3,cv,32,3,1,5,0.9882607579,3,,,,,
NA,lcv hhp,NA,0.275,NA,NA,Thu Oct 05 13:13:16 2017,svmLinear,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.0382651052,random,457,64,cv,32,3,1,5,0.1464114579,,,,,,
0.886,lcv hhp,0.881,0.228,0.242,0.199,Thu Oct 05 13:15:48 2017,svmLinear2,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.0382651052,random,458,145,cv,32,3,1,5,0.4171839696,,,,,,
0.883,lcv hhp,0.879,0.243,0.247,0.204,Thu Oct 05 13:16:03 2017,svmLinear3,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.0382651052,random,459,8,cv,32,3,1,5,0.7248597062,L1,,,,,
NA,lcv hhp,NA,0.267,NA,NA,Thu Oct 05 13:16:14 2017,svmPoly,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.0382651052,random,460,5,cv,32,3,1,5,1,0.014828724,115.8372006221,,,,
NA,lcv hhp,NA,0.413,NA,NA,Thu Oct 05 13:16:26 2017,svmRadial,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.0382651052,random,461,5,cv,32,3,1,5,0.024349586,468.6445866032,,,,,
NA,lcv hhp,NA,0.702,NA,NA,Thu Oct 05 13:16:38 2017,svmRadialCost,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.0382651052,random,462,5,cv,32,3,1,5,34.473502946,,,,,,
NA,lcv hhp,NA,0.392,NA,NA,Thu Oct 05 13:16:49 2017,svmRadialSigma,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.0382651052,random,463,5,cv,32,3,1,5,0.0228644055,320.1811258534,,,,,
0.497,lcv hhp,0.467,-1,1.086,0.879,Thu Oct 05 13:17:10 2017,treebag,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.0382651052,random,465,6,cv,32,3,1,5,none,,,,,,
0.884,lcv hhp,0.88,0.261,0.245,0.204,Thu Oct 05 13:17:21 2017,widekernelpls,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.0382651052,random,466,2,cv,32,3,1,5,8,,,,,,
0.287,lcv hhp,0.128,1.598,1.777,1.245,Thu Oct 05 13:20:57 2017,WM,1,1,rescale isotonic addition ran bin,ignore,none,asis,2.0382651052,random,467,209,cv,32,3,1,5,17,GAUSSIAN,,,,,
