usr_scor,sDnchar,sDUnqWords,sDCountWords,rank,isPDF,sCntQstr,sCntEngine,sRareSite,sRareQstr,sRareEngine,s.score,sRank,sRankMean,lp.score,sCntSubQstr,sStrongSubQstr,searchCount,sSearchBrevity,sRareSiteBySearch,sSimpleBySearch,sLinProBySearch,rankMin,sRareQstrMin,sRareEngineMin,sRankMin,searchCountMin,sSearchBrevityMin,sRareSiteBySearchMin,sSimpleBySearchMin,sLinProBySearchMin
3,8380,2,9,7,0,1,1,82,32,2722,1,0.00934579439252336,7,1,0,0,32,0.0121951219512195,20.65625,1,1,7,32,2722,0.00934579439252336,32,0.0121951219512195,20.65625,1,1
2,12172,2,3,8,0,1,1,82,32,2722,1,0.00925925925925926,8,1,0,0,32,0.0121951219512195,20.65625,1,1,8,32,2722,0.00925925925925926,32,0.0121951219512195,20.65625,1,1
2,16791,2,3,11,0,1,1,82,32,2722,1,0.00900900900900901,11,1,0,0,32,0.0121951219512195,20.65625,1,1,11,32,2722,0.00900900900900901,32,0.0121951219512195,20.65625,1,1
2,0,0,0,12,0,1,1,3,32,2722,1,0.00892857142857143,12,1,0,0,32,0.0121951219512195,20.65625,1,1,12,32,2722,0.00892857142857143,32,0.0121951219512195,20.65625,1,1
1,0,0,0,14,0,1,1,2,32,2722,1,0.0087719298245614,14,1,0,0,32,0.0121951219512195,20.65625,1,1,14,32,2722,0.0087719298245614,32,0.0121951219512195,20.65625,1,1
1,0,0,0,15,0,1,1,2,32,2722,1,0.00869565217391304,15,1,0,0,32,0.0121951219512195,20.65625,1,1,15,32,2722,0.00869565217391304,32,0.0121951219512195,20.65625,1,1
2,0,3,4,19,0,1,1,2,32,2722,1,0.00840336134453781,19,1,0,0,32,0.0121951219512195,20.65625,1,1,19,32,2722,0.00840336134453781,32,0.0121951219512195,20.65625,1,1
2,0,3,4,20,0,1,1,2,32,2722,1,0.00833333333333333,20,1,0,0,32,0.0121951219512195,20.65625,1,1,20,32,2722,0.00833333333333333,32,0.0121951219512195,20.65625,1,1
8,30425,2,2,28,0,1,1,4,32,2722,1,0.0078125,28,1,0,0,32,0.0121951219512195,20.65625,1,1,28,32,2722,0.0078125,32,0.0121951219512195,20.65625,1,1
7,22022,2,4,9,0,2,1,2,10,638,2,0.0099009900990099,5,1,3,2,10,0.0196078431372549,13.5,2.6,1.7,1,1,638,0.00917431192660551,1,0.0166666666666667,2,2,1
3,25773,2,9,4,0,3,1,17,10,638,3,0.0099009900990099,2,2,2,2,10,0.0181818181818182,17,3,2,1,5,638,0.00961538461538462,5,0.0166666666666667,13.5,2.6,1.7
3,27079,2,9,5,0,3,1,17,10,638,3,0.00980392156862745,3,2,2,2,10,0.0181818181818182,17,3,2,2,5,638,0.00952380952380952,5,0.0166666666666667,13.5,2.6,1.7
7,23568,2,9,6,0,3,1,17,10,638,3,0.00970873786407767,4,2,2,2,10,0.0181818181818182,17,3,2,3,5,638,0.00943396226415094,5,0.0166666666666667,13.5,2.6,1.7
7,25773,2,9,7,0,3,1,17,10,638,3,0.00961538461538462,5,2,2,2,10,0.0181818181818182,17,3,2,4,5,638,0.00934579439252336,5,0.0166666666666667,13.5,2.6,1.7
7,27099,2,9,8,0,3,1,17,10,638,3,0.00952380952380952,6.33333333333333,2,2,2,10,0.0181818181818182,17,3,2,5,5,638,0.00925925925925926,5,0.0166666666666667,13.5,2.6,1.7
7,492120,4,12,10,0,6,1,9,88,638,6,0.0099009900990099,4,3,3,2,10,0.0196078431372549,21.4444444444444,6,3,1,1,638,0.00909090909090909,1,0.0166666666666667,6.375,1.875,1.25
3,75892,1,2,76,0,2,1,5,114,638,2,0.0099009900990099,38.5,1,4,2,114,0.0172413793103448,12,1.5,1.125,1,8,638,0.00568181818181818,8,0.00609756097560976,6.75438596491228,1.03508771929825,1.00877192982456
7,181890,1,10,65,0,3,1,19,114,638,3,0.00980392156862745,39.3333333333333,2,4,2,114,0.0172413793103448,27.4144144144144,1.5,1.125,2,8,638,0.00606060606060606,8,0.00609756097560976,6.75438596491228,1.03508771929825,1.00877192982456
3,13333,2,10,87,0,2,1,23,114,638,2,0.00961538461538462,45.5,1,4,2,114,0.0172413793103448,12,1.5,1.125,4,8,638,0.0053475935828877,8,0.00609756097560976,6.75438596491228,1.03508771929825,1.00877192982456
2,87893,2,2,5,0,2,1,103,21,638,2,0.0099009900990099,3,1,4,2,21,0.0192307692307692,103,2,1.05952380952381,1,2,638,0.00952380952380952,2,0.0140845070422535,39.4761904761905,1.38095238095238,1
2,87366,2,2,6,0,2,1,103,21,638,2,0.00980392156862745,4,1,4,2,21,0.0192307692307692,103,2,1.05952380952381,2,2,638,0.00943396226415094,2,0.0140845070422535,39.4761904761905,1.38095238095238,1
3,13534,0,0,63,0,3,1,8,111,638,3,0.0099009900990099,22,2,4,2,111,0.0196078431372549,27.4144144144144,3,2,1,1,638,0.00613496932515337,1,0.0062111801242236,8,1.15315315315315,1.01801801801802
2,4420,0,0,75,0,10,1,21,249,638,10,0.0099009900990099,18,2.5,4,2,99,0.0192307692307692,86.6,10,2.5,1,2,638,0.00571428571428571,2,0.00671140939597315,5.36363636363636,1.12121212121212,1.03535353535354
2,4420,0,0,74,0,10,1,21,75,638,10,0.0099009900990099,13.3,2.5,4,2,75,0.0196078431372549,86.6,10,2.5,1,1,638,0.00574712643678161,1,0.008,5.36363636363636,1.34666666666667,1.06666666666667
2,137126,4,4,2,0,4,1,103,2,638,4,0.0099009900990099,1.25,0.5,6,5,2,0.0196078431372549,103,4,0.75,1,1,638,0.00980392156862745,1,0.0192307692307692,53.5,2.5,0.5
2,145519,4,4,2,0,6,1,103,10,638,6,0.0099009900990099,1.16666666666667,1.75,4,3,10,0.0172413793103448,103,7.3,2.15,1,8,638,0.00980392156862745,8,0.0166666666666667,86.6,6.625,2.0625
2,145307,4,4,20,0,7,1,103,21,638,7,0.00980392156862745,5.42857142857143,2.25,4,3,21,0.0172413793103448,103,7.3,2.15,2,8,638,0.00833333333333333,8,0.0140845070422535,39.4761904761905,1.38095238095238,1.05952380952381
2,146003,4,4,7,0,6,1,103,10,638,6,0.00970873786407767,4.33333333333333,1.75,4,3,10,0.0172413793103448,103,7.3,2.15,3,8,638,0.00934579439252336,8,0.0166666666666667,86.6,6.625,2.0625
2,145084,4,4,5,0,6,1,103,10,638,6,0.00980392156862745,3.83333333333333,1.75,4,3,10,0.0172413793103448,103,7.3,2.15,2,8,638,0.00952380952380952,8,0.0166666666666667,86.6,6.625,2.0625
2,145129,4,4,8,0,7,1,103,100,638,7,0.00970873786407767,5.42857142857143,2.25,4,3,10,0.0181818181818182,103,7.3,2.15,3,8,638,0.00925925925925926,5,0.0166666666666667,86.6,5.8,2
2,137000,4,4,10,0,7,1,103,100,638,7,0.00961538461538462,6.85714285714286,2.25,4,3,10,0.0181818181818182,103,7.3,2.15,4,8,638,0.00909090909090909,5,0.0166666666666667,86.6,5.8,2
2,145208,4,4,9,0,7,1,103,100,638,7,0.00952380952380952,7,2.25,4,3,10,0.0181818181818182,103,7.3,2.15,5,8,638,0.00917431192660551,5,0.0166666666666667,86.6,5.8,2
2,146095,4,4,8,0,7,1,103,100,638,7,0.00980392156862745,4.71428571428571,2.25,4,3,10,0.0181818181818182,103,7.3,2.15,2,8,638,0.00925925925925926,5,0.0166666666666667,86.6,5.8,2
7,38781,2,3,5,0,2,1,2,88,638,2,0.0099009900990099,3,1,3,1,8,0.0196078431372549,6.375,2,1.25,1,1,638,0.00952380952380952,1,0.0172413793103448,2,1.875,1
2,0,0,0,1,0,1,1,1,4,638,1,0.0099009900990099,1,1,0,0,4,0.0185185185185185,11,5.5,1.75,1,4,638,0.0099009900990099,4,0.0185185185185185,11,5.5,1.75
2,919482,2,3,2,0,1,1,1,4,638,1,0.00980392156862745,2,1,0,0,4,0.0185185185185185,11,5.5,1.75,2,4,638,0.00980392156862745,4,0.0185185185185185,11,5.5,1.75
3,12065,0,0,45,0,2,1,2,75,638,2,0.0099009900990099,23,1,4,2,75,0.0163934426229508,5.4,3.36363636363636,1.36363636363636,1,11,638,0.00689655172413793,11,0.008,5.36363636363636,1.34666666666667,1.06666666666667
2,5166,0,0,31,0,3,1,3,249,638,3,0.00980392156862745,12.3333333333333,2,4,2,99,0.0163934426229508,5.4,3.36363636363636,1.36363636363636,2,11,638,0.00763358778625954,11,0.00671140939597315,5.36363636363636,1.12121212121212,1.03535353535354
2,0,0,0,5,0,2,1,2,11,638,2,0.00961538461538462,4.5,1,4,2,11,0.0181818181818182,25.8,8.4,1.8,4,5,638,0.00952380952380952,5,0.0163934426229508,5.36363636363636,3.36363636363636,1.36363636363636
2,0,0,0,61,0,3,1,3,75,638,3,0.00952380952380952,24,1,4,2,75,0.0181818181818182,25.8,8.4,1.8,5,5,638,0.0062111801242236,5,0.008,5.36363636363636,1.34666666666667,1.06666666666667
2,0,0,0,64,0,2,1,2,75,638,2,0.00934579439252336,35.5,1,4,2,75,0.0163934426229508,5.4,3.36363636363636,1.36363636363636,7,11,638,0.00609756097560976,11,0.008,5.36363636363636,1.34666666666667,1.06666666666667
1,0,0,0,72,0,2,1,2,75,638,2,0.00917431192660551,40.5,1,4,2,75,0.0163934426229508,5.4,3.36363636363636,1.36363636363636,9,11,638,0.00581395348837209,11,0.008,5.36363636363636,1.34666666666667,1.06666666666667
8,34709,8,14,2,0,17,1,82,5,638,17,0.0099009900990099,1.05882352941176,2,4,4,5,0.0196078431372549,82,17,2,1,1,638,0.00980392156862745,1,0.0181818181818182,25.8,8.4,1.8
3,493999,1,3,1,0,1,1,9,111,638,1,0.0099009900990099,1,1,0,0,111,0.0062111801242236,27.4144144144144,1.15315315315315,1.01801801801802,1,111,638,0.0099009900990099,111,0.0062111801242236,27.4144144144144,1.15315315315315,1.01801801801802
2,17362,2,2,6,0,1,1,5,88,638,1,0.00943396226415094,6,1,0,0,8,0.0172413793103448,6.375,1.875,1.25,6,88,638,0.00943396226415094,8,0.0172413793103448,6.375,1.875,1.25
8,143807,3,16,7,0,1,1,1,88,638,1,0.00934579439252336,7,1,0,0,8,0.0172413793103448,6.375,1.875,1.25,7,88,638,0.00934579439252336,8,0.0172413793103448,6.375,1.875,1.25
2,76741,1,27,8,0,1,1,5,88,638,1,0.00925925925925926,8,1,0,0,8,0.0172413793103448,6.375,1.875,1.25,8,88,638,0.00925925925925926,8,0.0172413793103448,6.375,1.875,1.25
7,20530,1,6,7,0,1,1,16,88,638,1,0.00934579439252336,7,1,0,0,9,0.0169491525423729,21.4444444444444,2.33333333333333,1.33333333333333,7,88,638,0.00934579439252336,9,0.0169491525423729,21.4444444444444,2.33333333333333,1.33333333333333
2,43155,1,1,9,0,1,1,3,88,638,1,0.00917431192660551,9,1,0,0,9,0.0169491525423729,21.4444444444444,2.33333333333333,1.33333333333333,9,88,638,0.00917431192660551,9,0.0169491525423729,21.4444444444444,2.33333333333333,1.33333333333333
3,0,0,0,2,0,2,1,9,85,638,2,0.00980392156862745,2,1,2,2,2,0.0192307692307692,9,3,1,2,2,638,0.00980392156862745,2,0.0192307692307692,9,3,1
3,492561,0,0,9,0,1,1,9,111,638,1,0.00917431192660551,9,1,0,0,111,0.0062111801242236,27.4144144144144,1.15315315315315,1.01801801801802,9,111,638,0.00917431192660551,111,0.0062111801242236,27.4144144144144,1.15315315315315,1.01801801801802
