0.136,oncol,-0.089,17.857,NA,NA,Wed Aug 16 20:11:23 2017,svmLinear3,1,1,polynomial C1 ^ C2,ignore,none,asis,2.8371159199,random,1495,3,cv,5,6,1,5,0.0700732033,L2,,,,,
NA,oncol,NA,17.887,NA,NA,Wed Aug 16 20:11:28 2017,svmPoly,1,1,polynomial C1 ^ C2,ignore,none,asis,2.8371159199,random,1496,4,cv,5,6,1,5,2,0.0016832552,0.148752376,,,,
NA,oncol,NA,19.04,NA,NA,Wed Aug 16 20:11:32 2017,svmRadial,1,1,polynomial C1 ^ C2,ignore,none,asis,2.8371159199,random,1497,4,cv,5,6,1,5,0.0172545918,1.2437800656,,,,,
NA,oncol,NA,17.976,NA,NA,Wed Aug 16 20:11:35 2017,svmRadialCost,1,1,polynomial C1 ^ C2,ignore,none,asis,2.8371159199,random,1498,3,cv,5,6,1,5,2.3637141626,,,,,,
NA,oncol,NA,18.96,NA,NA,Wed Aug 16 20:11:39 2017,svmRadialSigma,1,1,polynomial C1 ^ C2,ignore,none,asis,2.8371159199,random,1499,3,cv,5,6,1,5,0.0467947432,1.0470999287,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:11:40 2017,svmSpectrumString,1,1,polynomial C1 ^ C2,ignore,none,asis,0,,,,,,,,,,,,,,,
-1.673,oncol,-1.267,-1,6.432,4.16,Wed Aug 16 20:11:46 2017,treebag,1,1,polynomial C1 ^ C2,ignore,none,asis,2.8371159199,random,1501,6,cv,5,6,1,5,none,,,,,,
-12.513,oncol,-8.052,38.118,NA,NA,Wed Aug 16 20:11:49 2017,widekernelpls,1,1,polynomial C1 ^ C2,ignore,none,asis,2.8371159199,random,1502,3,cv,5,6,1,5,8,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:12:02 2017,WM,1,1,polynomial C1 ^ C2,ignore,none,asis,13,,,,,,,,,,,,,,,
-8.199,oncol,-16.091,16.601,48.49,14.312,Wed Aug 16 20:12:12 2017,xgbLinear,1,1,polynomial C1 ^ C2,ignore,none,asis,2.8371159199,random,1504,9,cv,5,6,1,5,12,0.1573556208,0.0159959244,0.313030595,,,
-3.307,oncol,-1.395,22.376,6.796,6.702,Wed Aug 16 20:12:50 2017,xgbTree,1,1,polynomial C1 ^ C2,ignore,none,asis,2.8371159199,random,1505,38,cv,5,6,1,5,98,2,0.4149249321,3.995775592,0.4731825964,18,0.5545218645
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:12:55 2017,xyf,1,1,polynomial C1 ^ C2,ignore,none,asis,5,,,,,,,,,,,,,,,
-0.312,oncol,-0.066,0.098,0.914,0.663,Wed Aug 16 20:13:53 2017,avNNet,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1507,18,cv,5,6,1,5,10,0.090217721,TRUE,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:13:56 2017,bag,1,1,polynomial C1 t C2 t C3,ignore,none,range01,3,,,,,,,,,,,,,,,
-0.704,oncol,-0.782,0.1,1.527,0.861,Wed Aug 16 20:15:14 2017,bagEarth,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1509,77,cv,5,6,1,5,2,1,,,,,
-0.969,oncol,-1.005,-1,1.718,0.995,Wed Aug 16 20:15:36 2017,bagEarthGCV,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1510,22,cv,5,6,1,5,1,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:15:42 2017,bam,1,1,polynomial C1 t C2 t C3,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:15:43 2017,bartMachine,1,1,polynomial C1 t C2 t C3,ignore,none,range01,1,,,,,,,,,,,,,,,
-0.235,oncol,-0.077,-1,0.922,0.624,Wed Aug 16 20:15:46 2017,bayesglm,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1513,3,cv,5,6,1,5,none,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:16:15 2017,blasso,1,1,polynomial C1 t C2 t C3,ignore,none,range01,29,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:16:43 2017,blassoAveraged,1,1,polynomial C1 t C2 t C3,ignore,none,range01,28,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:17:09 2017,bridge,1,1,polynomial C1 t C2 t C3,ignore,none,range01,26,,,,,,,,,,,,,,,
-0.126,oncol,0.007,0.101,0.851,0.569,Wed Aug 16 20:18:15 2017,BstLm,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1517,65,cv,5,6,1,5,13,0.3874824025,,,,,
-0.047,oncol,-0.002,0.096,0.858,0.529,Wed Aug 16 20:18:24 2017,cforest,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1518,9,cv,5,6,1,5,2,,,,,,
-0.129,oncol,-0.013,0.097,0.868,0.57,Wed Aug 16 20:18:29 2017,ctree,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1519,4,cv,5,6,1,5,0.80534794,,,,,,
-0.129,oncol,-0.013,0.096,0.868,0.57,Wed Aug 16 20:18:33 2017,ctree2,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1520,4,cv,5,6,1,5,6,0.8812597319,,,,,
-0.07,oncol,-0.244,0.098,1.066,0.541,Wed Aug 16 20:18:57 2017,cubist,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1521,23,cv,5,6,1,5,11,5,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:19:01 2017,DENFIS,1,1,polynomial C1 t C2 t C3,ignore,none,range01,4,,,,,,,,,,,,,,,
-0.038,oncol,-0.04,0.111,0.891,0.524,Wed Aug 16 20:19:07 2017,dnn,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1523,5,cv,5,6,1,5,12,6,3,0.0348942972,0.0885211149,,
-1.193,oncol,-1.55,0.118,2.185,1.108,Wed Aug 16 20:19:11 2017,earth,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1524,4,cv,5,6,1,5,3,1,,,,,
-0.538,oncol,-0.282,0.108,1.098,0.777,Wed Aug 16 20:19:15 2017,elm,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1525,3,cv,5,6,1,5,3,tansig,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:19:20 2017,enet,1,1,polynomial C1 t C2 t C3,ignore,none,range01,4,,,,,,,,,,,,,,,
-0.158,oncol,-0.019,0.097,0.873,0.585,Wed Aug 16 20:20:40 2017,evtree,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1527,80,cv,5,6,1,5,1.5786128044,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:20:41 2017,extraTrees,1,1,polynomial C1 t C2 t C3,ignore,none,range01,1,,,,,,,,,,,,,,,
0.095,oncol,0.153,0.107,0.725,0.457,Wed Aug 16 20:20:44 2017,foba,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1529,3,cv,5,6,1,5,1,0.000777138,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:20:49 2017,gam,1,1,polynomial C1 t C2 t C3,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:20:55 2017,gamboost,1,1,polynomial C1 t C2 t C3,ignore,none,range01,6,,,,,,,,,,,,,,,
-0.415,oncol,-0.262,0.118,1.081,0.715,Wed Aug 16 20:21:04 2017,gamSpline,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1532,9,cv,5,6,1,5,1.5097350685,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:21:09 2017,gaussprLinear,1,1,polynomial C1 t C2 t C3,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:21:16 2017,gaussprPoly,1,1,polynomial C1 t C2 t C3,ignore,none,range01,7,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:21:23 2017,gaussprRadial,1,1,polynomial C1 t C2 t C3,ignore,none,range01,7,,,,,,,,,,,,,,,
-1.191,oncol,-0.852,0.143,1.587,1.107,Wed Aug 16 20:21:33 2017,gbm,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1536,9,cv,5,6,1,5,1786,4,0.456365527,6,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:22:11 2017,gbm_h2o,1,1,polynomial C1 t C2 t C3,ignore,none,range01,38,,,,,,,,,,,,,,,
-1.887,oncol,-1.731,-1,2.34,1.459,Wed Aug 16 20:22:14 2017,gcvEarth,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1538,3,cv,5,6,1,5,1,,,,,,
-0.245,oncol,-0.08,-1,0.925,0.629,Wed Aug 16 20:22:17 2017,glm,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1539,2,cv,5,6,1,5,none,,,,,,
-0.173,oncol,-0.037,0.111,0.889,0.593,Wed Aug 16 20:22:21 2017,glm.nb,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1540,4,cv,5,6,1,5,identity,,,,,,
-0.074,oncol,0.026,0.109,0.834,0.542,Wed Aug 16 20:22:34 2017,glmboost,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1541,13,cv,5,6,1,5,844,yes,,,,,
-0.129,oncol,-0.013,0.096,0.868,0.57,Wed Aug 16 20:22:38 2017,glmnet,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1542,3,cv,5,6,1,5,0.3415162698,4.3952596266,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:23:17 2017,glmnet_h2o,1,1,polynomial C1 t C2 t C3,ignore,none,range01,38,,,,,,,,,,,,,,,
0.096,oncol,0.153,-1,0.725,0.457,Wed Aug 16 20:23:23 2017,glmStepAIC,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1544,6,cv,5,6,1,5,none,,,,,,
-0.362,oncol,-0.211,0.093,1.038,0.688,Wed Aug 16 20:23:28 2017,icr,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1545,5,cv,5,6,1,5,2,,,,,,
-0.207,oncol,-0.071,0.113,0.918,0.61,Wed Aug 16 20:23:31 2017,kernelpls,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1546,2,cv,5,6,1,5,1,,,,,,
0.04,oncol,0.122,0.096,0.752,0.485,Wed Aug 16 20:23:36 2017,kknn,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1547,5,cv,5,6,1,5,22,1.8191857869,triangular,,,,
0.009,oncol,0.001,0.099,0.856,0.501,Wed Aug 16 20:23:38 2017,knn,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1548,2,cv,5,6,1,5,17,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:23:43 2017,krlsPoly,1,1,polynomial C1 t C2 t C3,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:23:47 2017,krlsRadial,1,1,polynomial C1 t C2 t C3,ignore,none,range01,4,,,,,,,,,,,,,,,
-0.088,oncol,0.012,0.092,0.846,0.55,Wed Aug 16 20:23:50 2017,lars,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1551,3,cv,5,6,1,5,0.0324936102,,,,,,
-0.129,oncol,-0.013,0.093,0.868,0.57,Wed Aug 16 20:23:52 2017,lars2,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1552,2,cv,5,6,1,5,1,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:23:56 2017,lasso,1,1,polynomial C1 t C2 t C3,ignore,none,range01,3,,,,,,,,,,,,,,,
-0.228,oncol,-0.086,0.12,0.931,0.621,Wed Aug 16 20:23:59 2017,leapBackward,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1554,2,cv,5,6,1,5,8,,,,,,
-0.262,oncol,-0.121,0.118,0.96,0.638,Wed Aug 16 20:24:01 2017,leapForward,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1555,2,cv,5,6,1,5,5,,,,,,
-0.228,oncol,-0.086,0.12,0.931,0.621,Wed Aug 16 20:24:04 2017,leapSeq,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1556,3,cv,5,6,1,5,8,,,,,,
-0.245,oncol,-0.08,-1,0.925,0.629,Wed Aug 16 20:24:07 2017,lm,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1557,2,cv,5,6,1,5,TRUE,,,,,,
0.096,oncol,0.153,-1,0.725,0.457,Wed Aug 16 20:24:12 2017,lmStepAIC,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1558,5,cv,5,6,1,5,none,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:24:16 2017,logicBag,1,1,polynomial C1 t C2 t C3,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:24:20 2017,logreg,1,1,polynomial C1 t C2 t C3,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:24:21 2017,M5,1,1,polynomial C1 t C2 t C3,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:24:22 2017,M5Rules,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:24:28 2017,msaenet,1,1,polynomial C1 t C2 t C3,ignore,none,range01,6,,,,,,,,,,,,,,,
-0.239,oncol,-0.049,0.097,0.899,0.626,Wed Aug 16 20:24:36 2017,nnet,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1564,7,cv,5,6,1,5,3,0.1417647283,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:24:40 2017,nnls,1,1,polynomial C1 t C2 t C3,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:24:40 2017,ordinalNet,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0,,,,,,,,,,,,,,,
-0.273,oncol,-0.168,0.094,1.001,0.643,Wed Aug 16 20:24:51 2017,parRF,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1567,10,cv,5,6,1,5,3,,,,,,
-0.351,oncol,-0.287,0.099,1.102,0.683,Wed Aug 16 20:24:58 2017,pcaNNet,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1568,7,cv,5,6,1,5,11,0.0071918439,,,,,
-0.168,oncol,-0.026,0.106,0.879,0.59,Wed Aug 16 20:25:01 2017,pcr,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1569,2,cv,5,6,1,5,4,,,,,,
Fail,oncol,Fail,Fail,Fail,PackageFail,Wed Aug 16 20:25:08 2017,pls,1,1,polynomial C1 t C2 t C3,ignore,none,range01,10,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:25:36 2017,plsRglm,1,1,polynomial C1 t C2 t C3,ignore,none,range01,4,,,,,,,,,,,,,,,
-0.29,oncol,-0.176,0.118,1.007,0.652,Wed Aug 16 20:25:40 2017,ppr,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1572,3,cv,5,6,1,5,1,,,,,,
Fail,oncol,Fail,Fail,Fail,PackageFail,Wed Aug 16 20:25:47 2017,pythonKnnReg,1,1,polynomial C1 t C2 t C3,ignore,none,range01,11,,,,,,,,,,,,,,,
-0.816,oncol,-0.636,0.131,1.401,0.918,Wed Aug 16 20:26:19 2017,qrf,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1574,8,cv,5,6,1,5,6,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:26:24 2017,qrnn,1,1,polynomial C1 t C2 t C3,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:26:25 2017,randomGLM,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0,,,,,,,,,,,,,,,
-0.128,oncol,-0.022,0.095,0.876,0.57,Wed Aug 16 20:26:32 2017,ranger,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1577,7,cv,5,6,1,5,1,,,,,,
-0.121,oncol,-0.065,0.101,0.912,0.567,Wed Aug 16 20:28:31 2017,Rborist,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1578,119,cv,5,6,1,5,1,,,,,,
-4.741,oncol,-2.531,0.237,3.025,2.901,Wed Aug 16 20:28:35 2017,relaxo,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1579,4,cv,5,6,1,5,16.2141050748,0.8205960097,,,,,
-0.274,oncol,-0.181,0.103,1.012,0.644,Wed Aug 16 20:28:47 2017,rf,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1580,11,cv,5,6,1,5,4,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:28:51 2017,ridge,1,1,polynomial C1 t C2 t C3,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:28:56 2017,rlm,1,1,polynomial C1 t C2 t C3,ignore,none,range01,5,,,,,,,,,,,,,,,
-0.129,oncol,-0.013,0.121,0.868,0.57,Wed Aug 16 20:28:59 2017,rpart,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1583,3,cv,5,6,1,5,0.1703191836,,,,,,
-0.684,oncol,-0.273,-1,1.09,0.851,Wed Aug 16 20:29:01 2017,rpart1SE,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1584,2,cv,5,6,1,5,none,,,,,,
-0.28,oncol,-0.108,0.111,0.95,0.647,Wed Aug 16 20:29:04 2017,rpart2,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1585,3,cv,5,6,1,5,2,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:29:05 2017,rqlasso,1,1,polynomial C1 t C2 t C3,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:29:06 2017,rqnc,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0,,,,,,,,,,,,,,,
-0.371,oncol,-0.321,0.097,1.132,0.693,Wed Aug 16 20:29:28 2017,RRF,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1588,22,cv,5,6,1,5,4,0.4673065979,0.5610972494,,,,
-0.113,oncol,-0.031,0.093,0.884,0.563,Wed Aug 16 20:29:36 2017,RRFglobal,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1589,7,cv,5,6,1,5,1,0.491594502,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:29:42 2017,rvmLinear,1,1,polynomial C1 t C2 t C3,ignore,none,range01,6,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:29:55 2017,rvmPoly,1,1,polynomial C1 t C2 t C3,ignore,none,range01,13,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:30:07 2017,rvmRadial,1,1,polynomial C1 t C2 t C3,ignore,none,range01,12,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:30:11 2017,SBC,1,1,polynomial C1 t C2 t C3,ignore,none,range01,4,,,,,,,,,,,,,,,
-0.207,oncol,-0.071,0.111,0.918,0.61,Wed Aug 16 20:30:14 2017,simpls,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1594,2,cv,5,6,1,5,1,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:31:46 2017,spikeslab,1,1,polynomial C1 t C2 t C3,ignore,none,range01,91,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:31:50 2017,spls,1,1,polynomial C1 t C2 t C3,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:31:54 2017,superpc,1,1,polynomial C1 t C2 t C3,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:31:54 2017,svmBoundrangeString,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:31:55 2017,svmExpoString,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0,,,,,,,,,,,,,,,
NA,oncol,NA,0.104,NA,NA,Wed Aug 16 20:31:59 2017,svmLinear,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1600,4,cv,5,6,1,5,0.0962911533,,,,,,
-0.522,oncol,-0.383,0.125,1.185,0.769,Wed Aug 16 20:32:05 2017,svmLinear2,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1601,6,cv,5,6,1,5,20.5589106274,,,,,,
-0.106,oncol,0.052,0.104,0.812,0.559,Wed Aug 16 20:32:09 2017,svmLinear3,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1602,3,cv,5,6,1,5,0.1490014125,L1,,,,,
NA,oncol,NA,0.089,NA,NA,Wed Aug 16 20:32:12 2017,svmPoly,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1603,3,cv,5,6,1,5,3,3.21132379129956e-05,0.0638656174,,,,
NA,oncol,NA,0.105,NA,NA,Wed Aug 16 20:32:16 2017,svmRadial,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1604,3,cv,5,6,1,5,2.4947303852,78.9089793295,,,,,
NA,oncol,NA,0.11,NA,NA,Wed Aug 16 20:32:20 2017,svmRadialCost,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1605,3,cv,5,6,1,5,241.777909788,,,,,,
NA,oncol,NA,0.1,NA,NA,Wed Aug 16 20:32:23 2017,svmRadialSigma,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1606,3,cv,5,6,1,5,6.3603080666,0.1312000465,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:32:25 2017,svmSpectrumString,1,1,polynomial C1 t C2 t C3,ignore,none,range01,1,,,,,,,,,,,,,,,
-0.352,oncol,-0.135,-1,0.973,0.683,Wed Aug 16 20:32:33 2017,treebag,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1608,8,cv,5,6,1,5,none,,,,,,
-0.245,oncol,-0.08,0.115,0.925,0.629,Wed Aug 16 20:32:37 2017,widekernelpls,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1609,4,cv,5,6,1,5,5,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:32:56 2017,WM,1,1,polynomial C1 t C2 t C3,ignore,none,range01,19,,,,,,,,,,,,,,,
-0.511,oncol,-0.192,0.103,1.021,0.763,Wed Aug 16 20:33:04 2017,xgbLinear,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1611,8,cv,5,6,1,5,16,0.0014801319,0.210295945,0.3198731099,,,
-0.107,oncol,-0.009,0.094,0.865,0.559,Wed Aug 16 20:33:38 2017,xgbTree,1,1,polynomial C1 t C2 t C3,ignore,none,range01,0.8566929379,random,1612,33,cv,5,6,1,5,165,4,0.2302846834,4.9564305064,0.4112002294,16,0.9503266826
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:33:43 2017,xyf,1,1,polynomial C1 t C2 t C3,ignore,none,range01,5,,,,,,,,,,,,,,,
0.146,oncol,0.002,0.726,2.625,1.223,Wed Aug 16 20:34:02 2017,avNNet,1,1,polynomial C1 t C2 t C3,ignore,none,asis,2.6308840162,random,1614,18,cv,5,6,1,5,8,0.0055437338,TRUE,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:34:05 2017,bag,1,1,polynomial C1 t C2 t C3,ignore,none,asis,3,,,,,,,,,,,,,,,
0.079,oncol,-0.012,0.796,2.662,1.319,Wed Aug 16 20:35:21 2017,bagEarth,1,1,polynomial C1 t C2 t C3,ignore,none,asis,2.6308840162,random,1616,75,cv,5,6,1,5,6,1,,,,,
0.019,oncol,0.005,-1,2.617,1.406,Wed Aug 16 20:35:38 2017,bagEarthGCV,1,1,polynomial C1 t C2 t C3,ignore,none,asis,2.6308840162,random,1617,17,cv,5,6,1,5,1,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:35:43 2017,bam,1,1,polynomial C1 t C2 t C3,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:35:44 2017,bartMachine,1,1,polynomial C1 t C2 t C3,ignore,none,asis,1,,,,,,,,,,,,,,,
0.064,oncol,-0.035,-1,2.723,1.341,Wed Aug 16 20:35:47 2017,bayesglm,1,1,polynomial C1 t C2 t C3,ignore,none,asis,2.6308840162,random,1620,3,cv,5,6,1,5,none,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:36:14 2017,blasso,1,1,polynomial C1 t C2 t C3,ignore,none,asis,27,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:36:41 2017,blassoAveraged,1,1,polynomial C1 t C2 t C3,ignore,none,asis,27,,,,,,,,,,,,,,,
Fail,oncol,Fail,Fail,Fail,Fail,Wed Aug 16 20:37:08 2017,bridge,1,1,polynomial C1 t C2 t C3,ignore,none,asis,26,,,,,,,,,,,,,,,
0.065,oncol,-0.035,0.811,2.722,1.339,Wed Aug 16 20:38:37 2017,BstLm,1,1,polynomial C1 t C2 t C3,ignore,none,asis,2.6308840162,random,1624,89,cv,5,6,1,5,72,0.3619431742,,,,,
0.135,oncol,-0.012,0.741,2.662,1.239,Wed Aug 16 20:38:46 2017,cforest,1,1,polynomial C1 t C2 t C3,ignore,none,asis,2.6308840162,random,1625,9,cv,5,6,1,5,3,,,,,,
0.094,oncol,-0.013,0.751,2.664,1.298,Wed Aug 16 20:38:51 2017,ctree,1,1,polynomial C1 t C2 t C3,ignore,none,asis,2.6308840162,random,1626,4,cv,5,6,1,5,0.8071630099,,,,,,
0.108,oncol,-0.01,0.778,2.656,1.277,Wed Aug 16 20:38:55 2017,ctree2,1,1,polynomial C1 t C2 t C3,ignore,none,asis,2.6308840162,random,1627,4,cv,5,6,1,5,2,0.3710959719,,,,,
