0.035,0.018,-1,0.971,0.67,Thu Aug 10 05:26:15 2017,treebag,8,1,polynomial C1 t C2 t U3^1d3,ignore,none,range01,0.9894892543,random,2036,5,cv,5,6,1,5,none,,,,,,
-0.063,-0.039,1,1.028,0.739,Thu Aug 10 05:26:18 2017,widekernelpls,8,1,polynomial C1 t C2 t U3^1d3,ignore,none,range01,0.9894892543,random,2037,3,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:26:35 2017,WM,8,1,polynomial C1 t C2 t U3^1d3,ignore,none,range01,16,,,,,,,,,,,,,,,
0.187,0.178,0.313,0.814,0.565,Thu Aug 10 05:26:43 2017,xgbLinear,8,1,polynomial C1 t C2 t U3^1d3,ignore,none,range01,0.9894892543,random,2039,8,cv,5,6,1,5,33,7.93090134317183e-05,2.40289672943214e-05,0.3134825479,,,
0.016,-0.001,406,0.991,0.684,Thu Aug 10 05:27:29 2017,xgbTree,8,1,polynomial C1 t C2 t U3^1d3,ignore,none,range01,0.9894892543,random,2040,46,cv,5,6,1,5,406,2,0.1275208655,6.7426871718,0.3444647169,3,0.5635595741
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:27:34 2017,xyf,8,1,polynomial C1 t C2 t U3^1d3,ignore,none,range01,4,,,,,,,,,,,,,,,
0.222,0.251,NA,0.707,0.584,Thu Aug 10 05:47:26 2017,avNNet,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2149,32,cv,5,6,1,5,17,0.0093486205,FALSE,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:47:29 2017,bag,8,1,mean subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
0.096,0.11,9,0.84,0.678,Thu Aug 10 05:49:02 2017,bagEarth,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2151,92,cv,5,6,1,5,9,2,,,,,
0.236,0.255,-1,0.703,0.573,Thu Aug 10 05:49:18 2017,bagEarthGCV,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2152,16,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:49:23 2017,bam,8,1,mean subtraction in each row,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:49:24 2017,bartMachine,8,1,mean subtraction in each row,ignore,none,range01,1,,,,,,,,,,,,,,,
0.232,0.273,-1,0.687,0.576,Thu Aug 10 05:49:27 2017,bayesglm,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2155,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:50:43 2017,blasso,8,1,mean subtraction in each row,ignore,none,range01,75,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:51:58 2017,blassoAveraged,8,1,mean subtraction in each row,ignore,none,range01,75,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:53:12 2017,bridge,8,1,mean subtraction in each row,ignore,none,range01,73,,,,,,,,,,,,,,,
-0.019,-0.021,90,0.963,0.764,Thu Aug 10 05:53:56 2017,BstLm,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2159,44,cv,5,6,1,5,90,0.2174944861,,,,,
0.041,0.04,9,0.906,0.719,Thu Aug 10 05:54:21 2017,cforest,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2160,25,cv,5,6,1,5,9,,,,,,
-0.097,-0.088,0.849,1.027,0.823,Thu Aug 10 05:54:25 2017,ctree,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2161,4,cv,5,6,1,5,0.8494954808,,,,,,
-0.097,-0.088,0.897,1.027,0.823,Thu Aug 10 05:54:29 2017,ctree2,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2162,4,cv,5,6,1,5,7,0.8972201,,,,,
0.234,0.231,7,0.726,0.574,Thu Aug 10 05:55:12 2017,cubist,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2163,42,cv,5,6,1,5,4,7,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:55:16 2017,DENFIS,8,1,mean subtraction in each row,ignore,none,range01,4,,,,,,,,,,,,,,,
-0.001,-0.009,0.059,0.952,0.75,Thu Aug 10 05:55:22 2017,dnn,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2165,6,cv,5,6,1,5,12,6,11,0.0293996906,0.0592596456,,
0.217,0.197,11,0.758,0.587,Thu Aug 10 05:55:27 2017,earth,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2166,5,cv,5,6,1,5,11,2,,,,,
0.202,0.216,NA,0.74,0.598,Thu Aug 10 05:55:29 2017,elm,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2167,2,cv,5,6,1,5,19,sin,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:55:33 2017,enet,8,1,mean subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
-0.096,-0.084,3.794,1.023,0.822,Thu Aug 10 05:57:14 2017,evtree,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2169,100,cv,5,6,1,5,3.793791878,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:57:15 2017,extraTrees,8,1,mean subtraction in each row,ignore,none,range01,1,,,,,,,,,,,,,,,
0.094,0.082,7,0.866,0.679,Thu Aug 10 05:57:18 2017,foba,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2171,3,cv,5,6,1,5,7,0.0038457863,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:57:23 2017,gam,8,1,mean subtraction in each row,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:57:27 2017,gamboost,8,1,mean subtraction in each row,ignore,none,range01,4,,,,,,,,,,,,,,,
0.234,0.276,0.889,0.683,0.574,Thu Aug 10 05:57:37 2017,gamSpline,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2174,9,cv,5,6,1,5,0.8894887625,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:57:41 2017,gaussprLinear,8,1,mean subtraction in each row,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:57:49 2017,gaussprPoly,8,1,mean subtraction in each row,ignore,none,range01,8,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:57:59 2017,gaussprRadial,8,1,mean subtraction in each row,ignore,none,range01,9,,,,,,,,,,,,,,,
0.085,0.06,3192,0.887,0.686,Thu Aug 10 05:58:28 2017,gbm,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2178,29,cv,5,6,1,5,3192,1,0.0995770706,20,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:58:52 2017,gbm_h2o,8,1,mean subtraction in each row,ignore,none,range01,24,,,,,,,,,,,,,,,
0.182,0.157,-1,NA,NA,Thu Aug 10 05:58:55 2017,gcvEarth,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2180,3,cv,5,6,1,5,1,,,,,,
0.234,0.276,-1,0.683,0.574,Thu Aug 10 05:58:57 2017,glm,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2181,2,cv,5,6,1,5,none,,,,,,
0.219,0.261,NA,0.697,0.586,Thu Aug 10 05:59:01 2017,glm.nb,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2182,4,cv,5,6,1,5,identity,,,,,,
0.225,0.262,NA,0.696,0.581,Thu Aug 10 05:59:13 2017,glmboost,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2183,12,cv,5,6,1,5,880,yes,,,,,
0.23,0.27,0.001,0.689,0.577,Thu Aug 10 05:59:16 2017,glmnet,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2184,3,cv,5,6,1,5,0.2775546322,0.0011258738,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 05:59:40 2017,glmnet_h2o,8,1,mean subtraction in each row,ignore,none,range01,23,,,,,,,,,,,,,,,
0.234,0.276,-1,0.683,0.574,Thu Aug 10 05:59:43 2017,glmStepAIC,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2186,3,cv,5,6,1,5,none,,,,,,
0.234,0.276,8,0.683,0.574,Thu Aug 10 05:59:52 2017,icr,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2187,8,cv,5,6,1,5,8,,,,,,
0.234,0.276,6,0.683,0.574,Thu Aug 10 05:59:54 2017,kernelpls,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2188,2,cv,5,6,1,5,6,,,,,,
0.026,0.021,NA,0.924,0.73,Thu Aug 10 06:00:08 2017,kknn,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2189,14,cv,5,6,1,5,74,1.8794283641,gaussian,,,,
0.035,0.015,19,0.93,0.724,Thu Aug 10 06:00:10 2017,knn,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2190,2,cv,5,6,1,5,19,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:00:14 2017,krlsPoly,8,1,mean subtraction in each row,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:00:18 2017,krlsRadial,8,1,mean subtraction in each row,ignore,none,range01,4,,,,,,,,,,,,,,,
0.1,0.108,0.385,0.841,0.675,Thu Aug 10 06:00:20 2017,lars,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2193,2,cv,5,6,1,5,0.3852156869,,,,,,
0.234,0.276,9,0.683,0.574,Thu Aug 10 06:00:23 2017,lars2,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2194,2,cv,5,6,1,5,9,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:00:26 2017,lasso,8,1,mean subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
0.234,0.276,8,0.683,0.574,Thu Aug 10 06:00:28 2017,leapBackward,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2196,2,cv,5,6,1,5,8,,,,,,
0.095,0.082,7,0.866,0.679,Thu Aug 10 06:00:30 2017,leapForward,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2197,2,cv,5,6,1,5,7,,,,,,
0.234,0.276,8,0.683,0.574,Thu Aug 10 06:00:32 2017,leapSeq,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2198,2,cv,5,6,1,5,8,,,,,,
0.234,0.276,-1,0.683,0.574,Thu Aug 10 06:00:35 2017,lm,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2199,2,cv,5,6,1,5,TRUE,,,,,,
0.234,0.276,-1,0.683,0.574,Thu Aug 10 06:00:37 2017,lmStepAIC,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2200,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:00:41 2017,logicBag,8,1,mean subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:00:45 2017,logreg,8,1,mean subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:00:45 2017,M5,8,1,mean subtraction in each row,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:00:46 2017,M5Rules,8,1,mean subtraction in each row,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:00:53 2017,msaenet,8,1,mean subtraction in each row,ignore,none,range01,7,,,,,,,,,,,,,,,
0.219,0.252,0.008,0.706,0.586,Thu Aug 10 06:01:02 2017,nnet,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2206,8,cv,5,6,1,5,15,0.0076108466,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:01:05 2017,nnls,8,1,mean subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:01:05 2017,ordinalNet,8,1,mean subtraction in each row,ignore,none,range01,0,,,,,,,,,,,,,,,
0.06,0.047,9,0.899,0.705,Thu Aug 10 06:01:31 2017,parRF,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2209,25,cv,5,6,1,5,9,,,,,,
0.255,0.272,0.047,0.687,0.559,Thu Aug 10 06:01:39 2017,pcaNNet,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2210,7,cv,5,6,1,5,18,0.046608821,,,,,
0.234,0.276,8,0.683,0.574,Thu Aug 10 06:01:41 2017,pcr,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2211,2,cv,5,6,1,5,8,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 06:01:48 2017,pls,8,1,mean subtraction in each row,ignore,none,range01,9,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:01:52 2017,plsRglm,8,1,mean subtraction in each row,ignore,none,range01,4,,,,,,,,,,,,,,,
0.218,0.25,1,0.708,0.586,Thu Aug 10 06:01:55 2017,ppr,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2214,3,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 06:02:02 2017,pythonKnnReg,8,1,mean subtraction in each row,ignore,none,range01,10,,,,,,,,,,,,,,,
-0.626,-0.507,6,1.422,1.219,Thu Aug 10 06:02:29 2017,qrf,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2216,26,cv,5,6,1,5,6,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:02:34 2017,qrnn,8,1,mean subtraction in each row,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:02:35 2017,randomGLM,8,1,mean subtraction in each row,ignore,none,range01,0,,,,,,,,,,,,,,,
0.052,0.037,5,0.909,0.711,Thu Aug 10 06:02:43 2017,ranger,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2219,8,cv,5,6,1,5,5,,,,,,
0.044,0.014,8,0.93,0.717,Thu Aug 10 06:05:59 2017,Rborist,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2220,195,cv,5,6,1,5,8,,,,,,
-0.117,-0.108,62.36,1.046,0.837,Thu Aug 10 06:06:02 2017,relaxo,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2221,3,cv,5,6,1,5,62.3596911236,0.0469157367,,,,,
0.046,0.035,5,0.91,0.715,Thu Aug 10 06:06:15 2017,rf,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2222,13,cv,5,6,1,5,5,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:06:19 2017,ridge,8,1,mean subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:06:23 2017,rlm,8,1,mean subtraction in each row,ignore,none,range01,4,,,,,,,,,,,,,,,
-0.084,-0.081,0.035,1.02,0.813,Thu Aug 10 06:06:25 2017,rpart,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2225,3,cv,5,6,1,5,0.0354727829,,,,,,
-0.1,-0.102,-1,1.04,0.825,Thu Aug 10 06:06:28 2017,rpart1SE,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2226,2,cv,5,6,1,5,none,,,,,,
-0.084,-0.081,1,1.02,0.813,Thu Aug 10 06:06:30 2017,rpart2,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2227,2,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:06:31 2017,rqlasso,8,1,mean subtraction in each row,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:06:32 2017,rqnc,8,1,mean subtraction in each row,ignore,none,range01,0,,,,,,,,,,,,,,,
0.054,0.04,0.783,0.906,0.709,Thu Aug 10 06:07:16 2017,RRF,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2230,44,cv,5,6,1,5,2,0.6780318217,0.7833030364,,,,
0.061,0.046,0.561,0.9,0.704,Thu Aug 10 06:07:41 2017,RRFglobal,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2231,24,cv,5,6,1,5,4,0.5608517469,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:07:48 2017,rvmLinear,8,1,mean subtraction in each row,ignore,none,range01,7,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:08:33 2017,rvmPoly,8,1,mean subtraction in each row,ignore,none,range01,44,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:09:07 2017,rvmRadial,8,1,mean subtraction in each row,ignore,none,range01,33,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:09:10 2017,SBC,8,1,mean subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
0.234,0.276,7,0.683,0.574,Thu Aug 10 06:09:13 2017,simpls,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2236,2,cv,5,6,1,5,7,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:10:21 2017,spikeslab,8,1,mean subtraction in each row,ignore,none,range01,68,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:10:25 2017,spls,8,1,mean subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:10:28 2017,superpc,8,1,mean subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:10:29 2017,svmBoundrangeString,8,1,mean subtraction in each row,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:10:29 2017,svmExpoString,8,1,mean subtraction in each row,ignore,none,range01,0,,,,,,,,,,,,,,,
NA,NA,235.604,NA,NA,Thu Aug 10 06:10:43 2017,svmLinear,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2242,14,cv,5,6,1,5,235.6039662806,,,,,,
0.222,0.266,14.411,0.693,0.583,Thu Aug 10 06:10:47 2017,svmLinear2,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2243,3,cv,5,6,1,5,14.4109538507,,,,,,
-0.564,-0.483,NA,1.4,1.173,Thu Aug 10 06:10:59 2017,svmLinear3,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2244,12,cv,5,6,1,5,370.6517279348,L1,,,,,
NA,NA,65.52,NA,NA,Thu Aug 10 06:11:02 2017,svmPoly,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2245,3,cv,5,6,1,5,1,0.0279586972,65.5201544938,,,,
NA,NA,0.191,NA,NA,Thu Aug 10 06:11:06 2017,svmRadial,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2246,4,cv,5,6,1,5,2.0769968785,0.1909684151,,,,,
NA,NA,1.415,NA,NA,Thu Aug 10 06:11:10 2017,svmRadialCost,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2247,4,cv,5,6,1,5,1.4152251649,,,,,,
NA,NA,0.188,NA,NA,Thu Aug 10 06:11:14 2017,svmRadialSigma,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2248,3,cv,5,6,1,5,2.2586100458,0.1882582642,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:11:15 2017,svmSpectrumString,8,1,mean subtraction in each row,ignore,none,range01,0,,,,,,,,,,,,,,,
0.022,0.017,-1,0.927,0.733,Thu Aug 10 06:11:20 2017,treebag,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2250,6,cv,5,6,1,5,none,,,,,,
0.236,0.277,3,0.682,0.573,Thu Aug 10 06:11:28 2017,widekernelpls,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2251,7,cv,5,6,1,5,3,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:12:00 2017,WM,8,1,mean subtraction in each row,ignore,none,range01,32,,,,,,,,,,,,,,,
0.061,0.037,1.684,0.909,0.704,Thu Aug 10 06:12:10 2017,xgbLinear,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2253,9,cv,5,6,1,5,58,0.0003460473,0.3546440823,1.6835087969,,,
-0.003,-0.002,589,0.945,0.752,Thu Aug 10 06:12:45 2017,xgbTree,8,1,mean subtraction in each row,ignore,none,range01,0.9437237511,random,2254,34,cv,5,6,1,5,589,1,0.0201382782,0.6254619407,0.564485315,19,0.4508267443
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:12:50 2017,xyf,8,1,mean subtraction in each row,ignore,none,range01,5,,,,,,,,,,,,,,,
0.028,0.001,0.006,0.884,0.673,Thu Aug 10 06:42:11 2017,avNNet,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2363,35,cv,5,6,1,5,18,0.0058248689,FALSE,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:42:14 2017,bag,8,1,median subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
-0.013,-0.042,10,0.922,0.701,Thu Aug 10 06:43:29 2017,bagEarth,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2365,75,cv,5,6,1,5,10,1,,,,,
-0.041,-0.054,-1,0.932,0.72,Thu Aug 10 06:43:46 2017,bagEarthGCV,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2366,16,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:43:51 2017,bam,8,1,median subtraction in each row,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:43:52 2017,bartMachine,8,1,median subtraction in each row,ignore,none,range01,1,,,,,,,,,,,,,,,
0.067,0.028,-1,0.86,0.645,Thu Aug 10 06:43:55 2017,bayesglm,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2369,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:44:24 2017,blasso,8,1,median subtraction in each row,ignore,none,range01,29,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:44:53 2017,blassoAveraged,8,1,median subtraction in each row,ignore,none,range01,29,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:45:22 2017,bridge,8,1,median subtraction in each row,ignore,none,range01,28,,,,,,,,,,,,,,,
0.029,-0.001,152,0.886,0.672,Thu Aug 10 06:46:14 2017,BstLm,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2373,52,cv,5,6,1,5,152,0.3548209394,,,,,
-0.002,-0.015,9,0.898,0.693,Thu Aug 10 06:46:37 2017,cforest,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2374,22,cv,5,6,1,5,9,,,,,,
-0.058,-0.069,0.744,0.946,0.732,Thu Aug 10 06:46:41 2017,ctree,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2375,4,cv,5,6,1,5,0.7443826559,,,,,,
-0.056,-0.065,0.728,0.942,0.73,Thu Aug 10 06:46:45 2017,ctree2,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2376,4,cv,5,6,1,5,2,0.7283183949,,,,,
0.028,0.016,9,0.871,0.673,Thu Aug 10 06:47:44 2017,cubist,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2377,59,cv,5,6,1,5,60,9,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:47:48 2017,DENFIS,8,1,median subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
-0.153,-0.173,0.03,1.038,0.798,Thu Aug 10 06:47:54 2017,dnn,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2379,6,cv,5,6,1,5,6,17,2,0.0594553358,0.0304146831,,
0.016,0.002,2,0.883,0.681,Thu Aug 10 06:47:59 2017,earth,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2380,4,cv,5,6,1,5,2,1,,,,,
0.063,0.027,NA,0.861,0.648,Thu Aug 10 06:48:01 2017,elm,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2381,2,cv,5,6,1,5,9,purelin,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:48:05 2017,enet,8,1,median subtraction in each row,ignore,none,range01,3,,,,,,,,,,,,,,,
-0.058,-0.069,2.294,0.946,0.732,Thu Aug 10 06:49:46 2017,evtree,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2383,101,cv,5,6,1,5,2.2944459049,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:49:47 2017,extraTrees,8,1,median subtraction in each row,ignore,none,range01,1,,,,,,,,,,,,,,,
0.064,0.027,8,0.861,0.648,Thu Aug 10 06:49:50 2017,foba,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2385,3,cv,5,6,1,5,8,0.0006685187,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:49:55 2017,gam,8,1,median subtraction in each row,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:50:00 2017,gamboost,8,1,median subtraction in each row,ignore,none,range01,5,,,,,,,,,,,,,,,
0.061,0.042,2.215,0.848,0.65,Thu Aug 10 06:50:10 2017,gamSpline,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2388,10,cv,5,6,1,5,2.2152872547,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:50:15 2017,gaussprLinear,8,1,median subtraction in each row,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:50:23 2017,gaussprPoly,8,1,median subtraction in each row,ignore,none,range01,8,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:50:32 2017,gaussprRadial,8,1,median subtraction in each row,ignore,none,range01,9,,,,,,,,,,,,,,,
-0.232,-0.2,4476,1.062,0.853,Thu Aug 10 06:51:29 2017,gbm,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2392,57,cv,5,6,1,5,4476,9,0.0378687041,18,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:51:54 2017,gbm_h2o,8,1,median subtraction in each row,ignore,none,range01,24,,,,,,,,,,,,,,,
-0.162,-0.177,-1,1.041,0.804,Thu Aug 10 06:51:57 2017,gcvEarth,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2394,3,cv,5,6,1,5,1,,,,,,
0.063,0.027,-1,0.861,0.648,Thu Aug 10 06:51:59 2017,glm,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2395,2,cv,5,6,1,5,none,,,,,,
0.075,0.033,NA,0.855,0.64,Thu Aug 10 06:52:03 2017,glm.nb,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2396,4,cv,5,6,1,5,identity,,,,,,
0.076,0.032,NA,0.857,0.639,Thu Aug 10 06:52:11 2017,glmboost,8,1,median subtraction in each row,ignore,none,range01,0.8846444671,random,2397,7,cv,5,6,1,5,260,no,,,,,
