0.335,0.212,0.659,0.889,0.593,Wed Aug 02 16:37:25 2017,avNNet,8,1,basic latent features,ignore,none,asis,1.127849791,random,333,53,adaptive_cv,16,5,2,2,19,0.0107744823,FALSE,,,,
NA,NA,7.728,NA,NA,Thu Aug 10 06:38:10 2017,svmRadialSigma,8,1,mean subtraction in each row,ignore,none,asis,0.8321290891,random,2355,4,cv,5,6,1,5,0.0186261238,7.7283927008,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:38:11 2017,svmSpectrumString,8,1,mean subtraction in each row,ignore,none,asis,0,,,,,,,,,,,,,,,
0.029,0.039,-1,0.8,0.651,Thu Aug 10 06:38:17 2017,treebag,8,1,mean subtraction in each row,ignore,none,asis,0.8321290891,random,2357,6,cv,5,6,1,5,none,,,,,,
0.215,0.227,5,0.644,0.526,Thu Aug 10 06:38:28 2017,widekernelpls,8,1,mean subtraction in each row,ignore,none,asis,0.8321290891,random,2358,10,cv,5,6,1,5,5,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:39:06 2017,WM,8,1,mean subtraction in each row,ignore,none,asis,38,,,,,,,,,,,,,,,
-0.04,-0.007,0.046,0.838,0.696,Thu Aug 10 06:39:19 2017,xgbLinear,8,1,mean subtraction in each row,ignore,none,asis,0.8321290891,random,2360,13,cv,5,6,1,5,6,5.12525396293901e-05,0.224412824,0.0455498511,,,
0.011,0.023,375,0.813,0.662,Thu Aug 10 06:40:46 2017,xgbTree,8,1,mean subtraction in each row,ignore,none,asis,0.8321290891,random,2361,86,cv,5,6,1,5,375,5,0.0879789942,2.8646816337,0.5806767305,20,0.5356091167
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 06:40:51 2017,xyf,8,1,mean subtraction in each row,ignore,none,asis,5,,,,,,,,,,,,,,,
-0.027,-0.018,NA,0.996,0.806,Thu Aug 10 07:06:59 2017,avNNet,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2470,35,cv,5,6,1,5,17,0.0014323387,FALSE,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:07:02 2017,bag,8,1,median subtraction in each row,ignore,none,asis,3,,,,,,,,,,,,,,,
0.109,0.052,11,0.927,0.699,Thu Aug 10 07:08:07 2017,bagEarth,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2472,65,cv,5,6,1,5,11,1,,,,,
0.095,0.041,-1,0.937,0.71,Thu Aug 10 07:08:24 2017,bagEarthGCV,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2473,16,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:08:29 2017,bam,8,1,median subtraction in each row,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:08:30 2017,bartMachine,8,1,median subtraction in each row,ignore,none,asis,1,,,,,,,,,,,,,,,
0.088,0.044,-1,0.935,0.716,Thu Aug 10 07:08:32 2017,bayesglm,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2476,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:09:02 2017,blasso,8,1,median subtraction in each row,ignore,none,asis,30,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:09:33 2017,blassoAveraged,8,1,median subtraction in each row,ignore,none,asis,30,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:10:02 2017,bridge,8,1,median subtraction in each row,ignore,none,asis,29,,,,,,,,,,,,,,,
0.091,0.045,40,0.934,0.713,Thu Aug 10 07:10:54 2017,BstLm,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2480,52,cv,5,6,1,5,40,0.4372973427,,,,,
0.095,0.055,9,0.924,0.71,Thu Aug 10 07:11:19 2017,cforest,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2481,24,cv,5,6,1,5,9,,,,,,
0,0,0.878,0.978,0.785,Thu Aug 10 07:11:23 2017,ctree,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2482,4,cv,5,6,1,5,0.8781630597,,,,,,
0,0,0.835,0.978,0.785,Thu Aug 10 07:11:26 2017,ctree2,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2483,3,cv,5,6,1,5,6,0.8351209078,,,,,
0.002,-0.036,7,1.013,0.783,Thu Aug 10 07:12:14 2017,cubist,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2484,48,cv,5,6,1,5,93,7,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:12:18 2017,DENFIS,8,1,median subtraction in each row,ignore,none,asis,4,,,,,,,,,,,,,,,
-0.002,-0.004,0.06,0.982,0.786,Thu Aug 10 07:12:24 2017,dnn,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2486,5,cv,5,6,1,5,14,12,2,0.0222389548,0.0601543978,,
0.032,0.019,4,0.959,0.759,Thu Aug 10 07:12:29 2017,earth,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2487,5,cv,5,6,1,5,4,1,,,,,
0.088,0.044,NA,0.935,0.716,Thu Aug 10 07:12:32 2017,elm,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2488,2,cv,5,6,1,5,19,purelin,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:12:36 2017,enet,8,1,median subtraction in each row,ignore,none,asis,3,,,,,,,,,,,,,,,
0.032,0.014,3.819,0.964,0.76,Thu Aug 10 07:14:19 2017,evtree,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2490,103,cv,5,6,1,5,3.8194445921,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:14:20 2017,extraTrees,8,1,median subtraction in each row,ignore,none,asis,1,,,,,,,,,,,,,,,
0.051,0.03,3,0.948,0.744,Thu Aug 10 07:14:23 2017,foba,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2492,2,cv,5,6,1,5,3,0.4203850575,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:14:28 2017,gam,8,1,median subtraction in each row,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:14:33 2017,gamboost,8,1,median subtraction in each row,ignore,none,asis,5,,,,,,,,,,,,,,,
0.102,0.076,4.329,0.904,0.705,Thu Aug 10 07:14:43 2017,gamSpline,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2495,9,cv,5,6,1,5,4.3286469998,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:14:47 2017,gaussprLinear,8,1,median subtraction in each row,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:14:55 2017,gaussprPoly,8,1,median subtraction in each row,ignore,none,asis,8,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:15:05 2017,gaussprRadial,8,1,median subtraction in each row,ignore,none,asis,9,,,,,,,,,,,,,,,
0.011,-0.007,410,0.984,0.776,Thu Aug 10 07:15:30 2017,gbm,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2499,25,cv,5,6,1,5,410,6,0.1840852638,17,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:15:54 2017,gbm_h2o,8,1,median subtraction in each row,ignore,none,asis,24,,,,,,,,,,,,,,,
0.016,-0.032,-1,1.009,0.772,Thu Aug 10 07:15:57 2017,gcvEarth,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2501,2,cv,5,6,1,5,1,,,,,,
0.088,0.044,-1,0.935,0.716,Thu Aug 10 07:15:59 2017,glm,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2502,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:16:03 2017,glm.nb,8,1,median subtraction in each row,ignore,none,asis,3,,,,,,,,,,,,,,,
0.09,0.045,NA,0.934,0.714,Thu Aug 10 07:16:15 2017,glmboost,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2504,12,cv,5,6,1,5,643,yes,,,,,
0.09,0.045,0.018,0.934,0.714,Thu Aug 10 07:16:18 2017,glmnet,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2505,3,cv,5,6,1,5,0.9793445831,0.0177902664,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:16:42 2017,glmnet_h2o,8,1,median subtraction in each row,ignore,none,asis,24,,,,,,,,,,,,,,,
0.068,0.033,-1,0.945,0.731,Thu Aug 10 07:16:46 2017,glmStepAIC,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2507,3,cv,5,6,1,5,none,,,,,,
0.008,-0.005,4,0.982,0.778,Thu Aug 10 07:16:55 2017,icr,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2508,9,cv,5,6,1,5,4,,,,,,
0.091,0.046,2,0.933,0.714,Thu Aug 10 07:16:58 2017,kernelpls,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2509,2,cv,5,6,1,5,2,,,,,,
-0.008,-0.031,NA,1.008,0.791,Thu Aug 10 07:17:17 2017,kknn,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2510,19,cv,5,6,1,5,41,0.6347439943,biweight,,,,
0.052,0.028,29,0.95,0.744,Thu Aug 10 07:17:20 2017,knn,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2511,2,cv,5,6,1,5,29,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:17:24 2017,krlsPoly,8,1,median subtraction in each row,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:17:27 2017,krlsRadial,8,1,median subtraction in each row,ignore,none,asis,4,,,,,,,,,,,,,,,
0.044,0.027,0.212,0.951,0.75,Thu Aug 10 07:17:30 2017,lars,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2514,2,cv,5,6,1,5,0.2115782781,,,,,,
0.074,0.039,7,0.939,0.727,Thu Aug 10 07:17:32 2017,lars2,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2515,2,cv,5,6,1,5,7,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:17:35 2017,lasso,8,1,median subtraction in each row,ignore,none,asis,3,,,,,,,,,,,,,,,
0.088,0.043,7,0.936,0.716,Thu Aug 10 07:17:37 2017,leapBackward,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2517,2,cv,5,6,1,5,7,,,,,,
0.088,0.043,7,0.936,0.716,Thu Aug 10 07:17:40 2017,leapForward,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2518,2,cv,5,6,1,5,7,,,,,,
0.105,0.055,7,0.924,0.702,Thu Aug 10 07:17:42 2017,leapSeq,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2519,2,cv,5,6,1,5,7,,,,,,
0.088,0.044,-1,0.935,0.716,Thu Aug 10 07:17:44 2017,lm,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2520,2,cv,5,6,1,5,TRUE,,,,,,
0.068,0.033,-1,0.945,0.731,Thu Aug 10 07:17:47 2017,lmStepAIC,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2521,3,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:17:51 2017,logicBag,8,1,median subtraction in each row,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:17:55 2017,logreg,8,1,median subtraction in each row,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:17:55 2017,M5,8,1,median subtraction in each row,ignore,none,asis,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:17:56 2017,M5Rules,8,1,median subtraction in each row,ignore,none,asis,1,,,,,,,,,,,,,,,
0.069,0.034,3.852,0.945,0.731,Thu Aug 10 07:18:06 2017,msaenet,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2526,10,cv,5,6,1,5,0.1027370962,8,3.8517533831,,,,
-0.001,-0.004,2.658,0.982,0.785,Thu Aug 10 07:18:13 2017,nnet,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2527,6,cv,5,6,1,5,11,2.6581614162,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:18:16 2017,nnls,8,1,median subtraction in each row,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:18:17 2017,ordinalNet,8,1,median subtraction in each row,ignore,none,asis,0,,,,,,,,,,,,,,,
0.08,0.044,9,0.935,0.722,Thu Aug 10 07:18:35 2017,parRF,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2530,17,cv,5,6,1,5,9,,,,,,
-0.018,0.01,0.141,0.968,0.799,Thu Aug 10 07:18:43 2017,pcaNNet,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2531,8,cv,5,6,1,5,10,0.1413053745,,,,,
0,0.001,1,0.977,0.784,Thu Aug 10 07:18:46 2017,pcr,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2532,2,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 07:18:53 2017,pls,8,1,median subtraction in each row,ignore,none,asis,9,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:18:57 2017,plsRglm,8,1,median subtraction in each row,ignore,none,asis,4,,,,,,,,,,,,,,,
-0.006,-0.015,1,0.992,0.789,Thu Aug 10 07:19:00 2017,ppr,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2535,3,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 07:19:07 2017,pythonKnnReg,8,1,median subtraction in each row,ignore,none,asis,10,,,,,,,,,,,,,,,
-0.687,-0.598,9,1.562,1.323,Thu Aug 10 07:19:36 2017,qrf,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2537,29,cv,5,6,1,5,9,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:19:41 2017,qrnn,8,1,median subtraction in each row,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:19:41 2017,randomGLM,8,1,median subtraction in each row,ignore,none,asis,0,,,,,,,,,,,,,,,
0.054,0.023,1,0.956,0.742,Thu Aug 10 07:19:53 2017,ranger,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2540,11,cv,5,6,1,5,1,,,,,,
0.053,0.007,2,0.971,0.743,Thu Aug 10 07:23:06 2017,Rborist,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2541,192,cv,5,6,1,5,2,,,,,,
0.093,0.044,1.637,0.934,0.711,Thu Aug 10 07:23:09 2017,relaxo,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2542,3,cv,5,6,1,5,1.6367991621,0.5761775842,,,,,
0.073,0.036,4,0.943,0.727,Thu Aug 10 07:23:30 2017,rf,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2543,21,cv,5,6,1,5,4,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:23:34 2017,ridge,8,1,median subtraction in each row,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:23:38 2017,rlm,8,1,median subtraction in each row,ignore,none,asis,4,,,,,,,,,,,,,,,
-0.048,-0.043,0.027,1.02,0.823,Thu Aug 10 07:23:41 2017,rpart,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2546,2,cv,5,6,1,5,0.0268657472,,,,,,
-0.048,-0.01,-1,0.987,0.822,Thu Aug 10 07:23:43 2017,rpart1SE,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2547,2,cv,5,6,1,5,none,,,,,,
-0.048,-0.028,5,1.005,0.822,Thu Aug 10 07:23:46 2017,rpart2,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2548,2,cv,5,6,1,5,5,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:23:46 2017,rqlasso,8,1,median subtraction in each row,ignore,none,asis,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:23:47 2017,rqnc,8,1,median subtraction in each row,ignore,none,asis,0,,,,,,,,,,,,,,,
0.059,0.027,0.241,0.952,0.738,Thu Aug 10 07:24:28 2017,RRF,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2551,40,cv,5,6,1,5,3,0.8897245692,0.2408514442,,,,
0.058,0.024,0.449,0.955,0.739,Thu Aug 10 07:24:57 2017,RRFglobal,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2552,29,cv,5,6,1,5,2,0.4494125773,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:25:05 2017,rvmLinear,8,1,median subtraction in each row,ignore,none,asis,8,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:25:28 2017,rvmPoly,8,1,median subtraction in each row,ignore,none,asis,23,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:25:59 2017,rvmRadial,8,1,median subtraction in each row,ignore,none,asis,30,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:26:03 2017,SBC,8,1,median subtraction in each row,ignore,none,asis,4,,,,,,,,,,,,,,,
0.088,0.044,7,0.935,0.716,Thu Aug 10 07:26:05 2017,simpls,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2557,2,cv,5,6,1,5,7,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:27:12 2017,spikeslab,8,1,median subtraction in each row,ignore,none,asis,67,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:27:16 2017,spls,8,1,median subtraction in each row,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:27:20 2017,superpc,8,1,median subtraction in each row,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:27:20 2017,svmBoundrangeString,8,1,median subtraction in each row,ignore,none,asis,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:27:21 2017,svmExpoString,8,1,median subtraction in each row,ignore,none,asis,0,,,,,,,,,,,,,,,
NA,NA,0.493,NA,NA,Thu Aug 10 07:28:23 2017,svmLinear,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2563,62,cv,5,6,1,5,0.4934111709,,,,,,
0.093,0.051,0.133,0.928,0.712,Thu Aug 10 07:29:13 2017,svmLinear2,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2564,50,cv,5,6,1,5,0.1330830037,,,,,,
0.09,0.042,NA,0.937,0.714,Thu Aug 10 07:29:18 2017,svmLinear3,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2565,4,cv,5,6,1,5,32.1617284604,L1,,,,,
NA,NA,11.78,NA,NA,Thu Aug 10 07:29:58 2017,svmPoly,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2566,40,cv,5,6,1,5,3,0.0005605521,11.7801652305,,,,
NA,NA,1.637,NA,NA,Thu Aug 10 07:30:04 2017,svmRadial,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2567,5,cv,5,6,1,5,0.143908336,1.636586328,,,,,
NA,NA,0.239,NA,NA,Thu Aug 10 07:30:11 2017,svmRadialCost,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2568,7,cv,5,6,1,5,0.2388733547,,,,,,
NA,NA,0.471,NA,NA,Thu Aug 10 07:30:15 2017,svmRadialSigma,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2569,4,cv,5,6,1,5,0.0470827546,0.4708148835,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:30:16 2017,svmSpectrumString,8,1,median subtraction in each row,ignore,none,asis,0,,,,,,,,,,,,,,,
0.058,0.035,-1,0.944,0.739,Thu Aug 10 07:30:22 2017,treebag,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2571,6,cv,5,6,1,5,none,,,,,,
0.088,0.044,5,0.935,0.716,Thu Aug 10 07:30:37 2017,widekernelpls,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2572,14,cv,5,6,1,5,5,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:30:52 2017,WM,8,1,median subtraction in each row,ignore,none,asis,15,,,,,,,,,,,,,,,
0.016,-0.045,1.766,1.021,0.772,Thu Aug 10 07:31:09 2017,xgbLinear,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2574,16,cv,5,6,1,5,37,9.1609902327924e-05,0.6551883532,1.7663178602,,,
0.058,0.022,706,0.957,0.739,Thu Aug 10 07:32:46 2017,xgbTree,8,1,median subtraction in each row,ignore,none,asis,0.9777189471,random,2575,97,cv,5,6,1,5,706,8,0.1417035147,9.7278666333,0.5098223765,14,0.9225635239
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:32:51 2017,xyf,8,1,median subtraction in each row,ignore,none,asis,5,,,,,,,,,,,,,,,
0.551,0.33,NA,1,1,Thu Aug 10 07:55:01 2017,avNNet,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2684,21,cv,5,6,1,5,3,0.0009961947,TRUE,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:55:05 2017,bag,8,1,switches between 1 & -1 based on C1,ignore,none,asis,3,,,,,,,,,,,,,,,
0.918,0.756,4,NA,NA,Thu Aug 10 07:56:02 2017,bagEarth,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2686,57,cv,5,6,1,5,4,1,,,,,
0.906,0.743,-1,NA,NA,Thu Aug 10 07:56:17 2017,bagEarthGCV,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2687,15,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:56:22 2017,bam,8,1,switches between 1 & -1 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:56:23 2017,bartMachine,8,1,switches between 1 & -1 based on C1,ignore,none,asis,1,,,,,,,,,,,,,,,
0.387,0.344,-1,NA,NA,Thu Aug 10 07:56:26 2017,bayesglm,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2690,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:56:51 2017,blasso,8,1,switches between 1 & -1 based on C1,ignore,none,asis,25,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:57:17 2017,blassoAveraged,8,1,switches between 1 & -1 based on C1,ignore,none,asis,25,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:57:36 2017,bridge,8,1,switches between 1 & -1 based on C1,ignore,none,asis,19,,,,,,,,,,,,,,,
0.386,0.343,152,NA,NA,Thu Aug 10 07:58:55 2017,BstLm,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2694,78,cv,5,6,1,5,152,0.5383231021,,,,,
0.93,0.645,9,1,1,Thu Aug 10 07:59:06 2017,cforest,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2695,11,cv,5,6,1,5,9,,,,,,
0.939,0.65,0.874,1,1,Thu Aug 10 07:59:10 2017,ctree,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2696,3,cv,5,6,1,5,0.8737649352,,,,,,
0.939,0.65,0.061,1,1,Thu Aug 10 07:59:14 2017,ctree2,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2697,4,cv,5,6,1,5,1,0.060994928,,,,,
0.939,0.65,5,1,1,Thu Aug 10 07:59:33 2017,cubist,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2698,19,cv,5,6,1,5,10,5,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:59:37 2017,DENFIS,8,1,switches between 1 & -1 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.083,-0.023,0.046,1,1,Thu Aug 10 07:59:42 2017,dnn,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2700,5,cv,5,6,1,5,18,9,2,0.0242175021,0.0461626533,,
0.816,0.66,4,NA,NA,Thu Aug 10 07:59:47 2017,earth,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2701,4,cv,5,6,1,5,4,1,,,,,
0.387,0.344,NA,NA,NA,Thu Aug 10 07:59:49 2017,elm,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2702,2,cv,5,6,1,5,11,purelin,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 07:59:53 2017,enet,8,1,switches between 1 & -1 based on C1,ignore,none,asis,3,,,,,,,,,,,,,,,
1,1,1.716,1,1,Thu Aug 10 08:02:08 2017,evtree,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2704,135,cv,5,6,1,5,1.7158073569,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:02:09 2017,extraTrees,8,1,switches between 1 & -1 based on C1,ignore,none,asis,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:02:14 2017,foba,8,1,switches between 1 & -1 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:02:19 2017,gam,8,1,switches between 1 & -1 based on C1,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:02:23 2017,gamboost,8,1,switches between 1 & -1 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
0.595,0.51,3.17,NA,NA,Thu Aug 10 08:02:32 2017,gamSpline,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2709,9,cv,5,6,1,5,3.1697012775,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:02:37 2017,gaussprLinear,8,1,switches between 1 & -1 based on C1,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:02:45 2017,gaussprPoly,8,1,switches between 1 & -1 based on C1,ignore,none,asis,8,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:02:54 2017,gaussprRadial,8,1,switches between 1 & -1 based on C1,ignore,none,asis,9,,,,,,,,,,,,,,,
0.95,0.77,3455,NA,NA,Thu Aug 10 08:03:28 2017,gbm,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2713,34,cv,5,6,1,5,3455,6,0.2078726583,22,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 08:03:53 2017,gbm_h2o,8,1,switches between 1 & -1 based on C1,ignore,none,asis,24,,,,,,,,,,,,,,,
0.819,0.66,-1,NA,NA,Thu Aug 10 08:03:55 2017,gcvEarth,8,1,switches between 1 & -1 based on C1,ignore,none,asis,0.9329523032,random,2715,2,cv,5,6,1,5,1,,,,,,
